AT1G02228	AT1TE01405
AT3G33570	AT3TE57645
AT3G33572	AT3TE57645
AT3G33575	AT3TE57645
AT3G33585	AT3TE57600
AT3G33595	NA
AT3G34299	AT3TE57935
AT3G35003	AT3TE57780
AT3G35707	AT3TE57935
AT3G36411	NA
AT3G37820	AT3TE58010
AT3G38525	AT3TE58020
AT3G39230	AT3TE58050
AT3G39935	AT3TE58065
AT3G40640	AT3TE58085
AT3G41345	AT3TE58090
AT3G42052	NA
AT3G42054	AT3TE58570
AT3G42057	NA
AT3G42065	AT3TE58605
AT3G42070	AT3TE58605
AT3G42080	AT3TE58610
AT3G42083	NA
AT3G42086	NA
AT3G42090	AT3TE58655
AT3G42100	AT3TE58655
AT3G42110	AT3TE58655
AT3G42115	NA
AT3G42120	AT3TE58720
AT3G42174	AT3TE58875
AT3G42178	AT3TE58895
AT3G42179	AT3TE58895
AT3G42181	AT3TE58895
AT3G42182	NA
AT3G42186	AT3TE58930
AT3G42190	AT3TE58960
AT3G42200	AT3TE58960
AT3G42203	AT3TE58960
AT3G42206	NA
AT3G42220	AT3TE58975
AT3G42230	NA
AT3G42233	AT3TE59005
AT3G42236	AT3TE59015
AT3G42240	AT3TE59045
AT3G42245	AT3TE59075
AT3G42250	AT3TE59080
AT3G42251	AT3TE59095
AT3G42252	AT3TE59100
AT3G42253	AT3TE59100
AT3G42254	AT3TE59100
AT3G42255	NA
AT3G42256	NA
AT3G42257	AT3TE59185
AT3G42258	NA
AT3G42260	AT3TE59200
AT3G42270	NA
AT3G42280	AT3TE59225
AT3G42290	AT3TE59230
AT3G42300	AT3TE59250
AT3G42305	NA
AT3G42313	AT3TE59290
AT3G42316	AT3TE59300
AT3G42320	NA
AT3G42330	AT3TE59385
AT3G42340	AT3TE59410
AT3G42350	NA
AT3G42353	NA
AT3G42356	AT3TE59460
AT3G42360	AT3TE59470
AT3G42383	AT3TE59490
AT3G42386	NA
AT3G42400	AT3TE59535
AT3G42410	AT3TE59535
AT3G42420	AT3TE59535
AT3G42430	AT3TE59580
AT3G42431	NA
AT3G42432	AT3TE59625
AT3G42433	NA
AT3G42434	AT3TE59660
AT3G42436	AT3TE59660
AT3G42438	NA
AT3G42440	AT3TE59685
AT3G42445	AT3TE59695
AT3G42450	NA
AT3G42460	AT3TE59745
AT3G42470	NA
AT3G42471	NA
AT3G42472	AT3TE59855
AT3G42474	AT3TE59855
AT3G42476	AT3TE59855
AT3G42478	AT3TE59865
AT3G42480	AT3TE59865
AT3G42490	AT3TE59865
AT3G42500	AT3TE59865
AT3G42510	AT3TE59865
AT3G42520	AT3TE59865
AT3G42530	AT3TE59865
AT3G42535	NA
AT3G42540	AT3TE59900
AT3G42545	AT3TE59985
AT3G42553	AT3TE60020
AT3G42556	AT3TE60025
AT3G42580	AT3TE60130
AT3G42590	AT3TE60130
AT3G42600	AT3TE60130
AT3G42610	AT3TE60130
AT3G42620	AT3TE60130
AT3G42621	NA
AT3G42622	NA
AT3G42624	AT3TE60195
AT3G42626	AT3TE60205
AT3G42645	NA
AT3G42650	AT3TE60280
AT3G42653	AT3TE60295
AT3G42656	AT3TE60300
AT3G42658	AT3TE60310
AT3G42680	AT3TE60375
AT3G42690	NA
AT3G42700	AT3TE60400
AT3G42710	AT3TE60410
AT3G42711	AT3TE60410
AT3G42712	AT3TE60410
AT3G42713	AT3TE60420
AT3G42714	NA
AT3G42715	AT3TE60460
AT3G42716	AT3TE60460
AT3G42717	NA
AT3G42718	AT3TE60525
AT3G42719	AT3TE60460
AT3G42720	NA
AT3G42721	AT3TE60560
AT3G42726	AT3TE60465
AT3G42727	AT3TE60465
AT3G42730	AT3TE60610
AT3G42740	AT3TE60610
AT3G42750	AT3TE60610
AT3G42760	AT3TE60610
AT3G42763	AT3TE60610
AT3G42766	AT3TE60635
AT3G42783	NA
AT3G42791	NA
AT3G42792	NA
AT3G42794	NA
AT3G42796	AT3TE60780
AT3G42798	NA
AT3G42803	AT3TE60830
AT3G42806	NA
AT3G42810	AT3TE60875
AT3G42820	AT3TE60875
AT3G42835	AT3TE60905
AT3G42836	AT3TE60915
AT3G42837	AT3TE60925
AT3G42875	NA
AT3G42883	AT3TE61000
AT3G42886	NA
AT3G42890	AT3TE61010
AT3G42900	NA
AT3G42910	NA
AT3G42913	AT3TE61050
AT3G42916	NA
AT3G42920	AT3TE61085
AT3G42922	AT3TE61120
AT3G42924	AT3TE61135
AT3G42927	NA
AT3G42930	AT3TE61160
AT3G42935	NA
AT3G42945	AT3TE61205
AT3G42980	NA
AT3G42993	AT3TE61290
AT3G42996	AT3TE61295
AT3G43000	AT3TE61290
AT3G43005	AT3TE61315
AT3G43020	AT3TE61335
AT3G43025	AT3TE61375
AT3G43040	AT3TE61375
AT3G43050	AT3TE61385
AT3G43060	NA
AT3G43070	AT3TE61420
AT3G43080	AT3TE61420
AT3G43090	AT3TE61455
AT3G43095	AT3TE61475
AT3G43100	AT3TE61480
AT3G43123	AT3TE61505
AT3G43126	AT3TE61520
AT3G43128	AT3TE61525
AT3G43130	AT3TE61530
AT3G43140	AT3TE61530
AT3G43141	AT3TE61530
AT3G43142	AT3TE61555
AT3G43144	AT3TE61535
AT3G43146	AT3TE61600
AT3G43147	AT3TE61615
AT3G43151	AT3TE61630
AT3G43152	AT3TE61640
AT3G43154	AT3TE61640
AT3G43156	AT3TE61645
AT3G43157	AT3TE61645
AT3G43158	AT3TE61650
AT3G43175	AT3TE61685
AT3G43205	AT3TE61715
AT3G43302	NA
AT3G43303	AT3TE62015
AT3G43304	NA
AT3G43307	NA
AT3G43315	AT3TE62085
AT3G43320	AT3TE62085
AT3G43330	AT3TE62100
AT3G43350	NA
AT3G43352	AT3TE62210
AT3G43355	AT3TE62215
AT3G43356	AT3TE62215
AT3G43357	AT3TE62220
AT3G43358	NA
AT3G43359	AT3TE62240
AT3G43360	AT3TE62260
AT3G43370	AT3TE62260
AT3G43380	AT3TE62260
AT3G43390	AT3TE62260
AT3G43425	NA
AT3G43433	AT3TE62390
AT3G43436	AT3TE62395
AT3G43442	AT3TE62440
AT3G43444	AT3TE62455
AT3G43447	AT3TE62450
AT3G43450	AT3TE62450
AT3G43460	AT3TE62450
AT3G43485	AT3TE62500
AT3G43510	AT3TE62545
AT3G43521	AT3TE62555
AT3G43522	NA
AT3G43523	AT3TE62570
AT3G43524	AT3TE62590
AT3G43526	AT3TE62595
AT3G43528	AT3TE62595
AT3G43530	AT3TE62595
AT3G43546	NA
AT3G43563	AT3TE62685
AT3G43566	AT3TE62685
AT3G43571	NA
AT3G43573	NA
AT3G43575	AT3TE62785
AT3G43586	AT3TE62815
AT3G43620	NA
AT3G43622	AT3TE62895
AT3G43625	NA
AT3G43635	AT3TE62940
AT3G43640	AT3TE62940
AT3G43650	AT3TE62950
AT3G43652	AT3TE62955
AT3G43654	AT3TE62965
AT3G43657	AT3TE62975
AT3G43675	NA
AT3G43680	AT3TE63035
AT3G43681	AT3TE63035
AT3G43684	AT3TE63040
AT3G43686	AT3TE63045
AT3G43688	AT3TE63050
AT3G43690	AT3TE63065
AT3G43715	NA
AT3G43723	AT3TE63165
AT3G43726	AT3TE63180
AT3G43730	NA
AT3G43760	AT3TE63270
AT3G43770	NA
AT3G43780	NA
AT3G43825	NA
AT3G43828	AT3TE63405
AT3G43830	NA
AT3G43835	NA
AT3G43862	AT3TE63540
AT3G43863	AT3TE63540
AT3G43864	AT3TE63540
AT3G43867	AT3TE63545
AT3G43955	AT3TE63765
AT3G44000	AT3TE63830
AT3G44035	AT3TE63900
AT3G44042	AT3TE63935
AT3G44045	AT3TE63950
AT3G44093	NA
AT3G44096	NA
AT3G44175	AT3TE64355
AT3G44205	AT3TE64400
AT3G44215	AT3TE64435
AT3G44264	AT3TE64590
AT3G44267	AT3TE64600
AT3G44270	AT3TE64600
AT3G44325	NA
AT3G44390	AT3TE64915
AT3G44420	AT3TE64975
AT3G44425	AT3TE64985
AT3G44470	AT3TE65100
AT3G44500	AT3TE65175
AT3G44605	AT3TE65525
AT3G44640	AT3TE65650
AT3G44650	AT3TE65655
AT3G44705	NA
AT3G44793	AT3TE66150
AT3G44796	AT3TE66175
AT3G45095	NA
AT3G45120	AT3TE66935
AT3G45250	AT3TE67260
AT3G45253	NA
AT3G45256	AT3TE67310
AT3G45270	AT3TE67325
AT3G45340	AT3TE67445
AT3G45350	AT3TE67445
AT3G45360	AT3TE67445
AT3G45370	AT3TE67445
AT3G45380	AT3TE67445
AT3G45446	AT3TE67540
AT3G45520	AT3TE67635
AT3G45550	AT3TE67695
AT3G45755	NA
AT3G45775	AT3TE68090
AT3G46183	AT3TE68730
AT3G46345	AT3TE69030
AT3G46375	AT3TE69130
AT3G46382	AT3TE69175
AT3G46387	AT3TE69190
AT3G46484	AT3TE69350
AT3G46487	AT3TE69350
AT3G47165	AT3TE70410
AT3G47230	NA
AT3G47240	AT3TE70530
AT3G47260	AT3TE70590
AT3G47270	AT3TE70590
AT3G47280	AT3TE70590
AT3G47310	AT3TE70635
AT3G47320	AT3TE70635
AT3G47330	AT3TE70635
AT3G47875	AT3TE71565
AT3G48235	AT3TE72370
AT3G48370	NA
AT3G48523	AT3TE72850
AT3G48526	NA
AT3G49280	AT3TE74115
AT3G49765	AT3TE74905
AT3G50490	AT3TE76010
AT3G50625	AT3TE76225
AT3G50680	AT3TE76360
AT3G50755	AT3TE76495
AT3G52410	AT3TE78850
AT3G52527	NA
AT3G52705	AT3TE79300
AT3G54823	AT3TE82555
AT3G55300	AT3TE83365
AT3G56277	AT3TE84900
AT3G57586	NA
AT3G58865	AT3TE88640
AT3G59720	AT3TE89830
AT3G59860	AT3TE90030
AT3G60170	AT3TE90530
AT3G60565	NA
AT3G60930	AT3TE91745
AT3G60935	AT3TE91745
AT3G60965	NA
AT3G61330	AT3TE92525
AT3G62455	AT3TE94195
AT3G62475	AT3TE94220
AT3G62480	AT3TE94220
AT3G62490	AT3TE94220
AT3G62520	AT3TE94260
AT3G62725	AT3TE94580
AT4G01490	AT4TE03295
AT4G01515	AT4TE03355
AT4G01525	AT4TE03410
AT4G01530	AT4TE03430
AT4G01975	NA
AT4G01980	AT4TE04415
AT4G02312	AT4TE05190
AT4G02314	AT4TE05190
AT4G02317	NA
AT4G02487	AT4TE05560
AT4G02490	NA
AT4G02960	AT4TE06710
AT4G03300	NA
AT4G03305	AT4TE07410
AT4G03310	NA
AT4G03530	AT4TE07975
AT4G03640	AT4TE08240
AT4G03650	AT4TE08245
AT4G03660	AT4TE08265
AT4G03670	AT4TE08260
AT4G03680	AT4TE08260
AT4G03690	AT4TE08260
AT4G03700	AT4TE08340
AT4G03710	NA
AT4G03720	AT4TE08370
AT4G03726	AT4TE08375
AT4G03730	AT4TE08390
AT4G03732	AT4TE08400
AT4G03745	AT4TE08435
AT4G03750	NA
AT4G03760	AT4TE08445
AT4G03770	AT4TE08445
AT4G03775	NA
AT4G03780	NA
AT4G03790	AT4TE08475
AT4G03795	NA
AT4G03800	NA
AT4G03810	NA
AT4G03813	NA
AT4G03816	NA
AT4G03824	NA
AT4G03825	AT4TE08945
AT4G03826	AT4TE08945
AT4G03835	NA
AT4G03837	NA
AT4G03840	NA
AT4G03850	AT4TE08990
AT4G03860	NA
AT4G03865	AT4TE08995
AT4G03870	NA
AT4G03873	AT4TE09000
AT4G03876	AT4TE09045
AT4G03880	NA
AT4G03885	AT4TE09075
AT4G03890	AT4TE09080
AT4G03900	AT4TE09085
AT4G03910	AT4TE09085
AT4G03911	AT4TE09080
AT4G03912	AT4TE09095
AT4G03916	AT4TE09105
AT4G03920	NA
AT4G03923	AT4TE09175
AT4G03970	AT4TE09295
AT4G03975	AT4TE09295
AT4G03976	AT4TE09295
AT4G03977	AT4TE09295
AT4G03978	AT4TE09295
AT4G03979	AT4TE09295
AT4G03980	AT4TE09310
AT4G03981	AT4TE09295
AT4G03990	AT4TE09310
AT4G04000	AT4TE09315
AT4G04010	AT4TE09320
AT4G04050	AT4TE09385
AT4G04070	AT4TE09385
AT4G04100	AT4TE09445
AT4G04105	NA
AT4G04120	NA
AT4G04130	AT4TE09480
AT4G04140	AT4TE09480
AT4G04145	NA
AT4G04150	NA
AT4G04155	AT4TE09560
AT4G04157	AT4TE09560
AT4G04165	AT4TE09560
AT4G04167	AT4TE09565
AT4G04170	NA
AT4G04175	AT4TE09585
AT4G04230	AT4TE09720
AT4G04245	NA
AT4G04255	NA
AT4G04270	NA
AT4G04273	AT4TE09795
AT4G04276	AT4TE09795
AT4G04280	AT4TE09800
AT4G04290	AT4TE09805
AT4G04293	NA
AT4G04296	NA
AT4G04300	AT4TE09905
AT4G04310	NA
AT4G04313	AT4TE09990
AT4G04316	NA
AT4G04380	AT4TE10165
AT4G04390	NA
AT4G04392	AT4TE10185
AT4G04393	AT4TE10210
AT4G04394	AT4TE10210
AT4G04395	AT4TE10210
AT4G04396	AT4TE10210
AT4G04398	AT4TE10210
AT4G04400	AT4TE10210
AT4G04405	NA
AT4G04407	AT4TE10255
AT4G04410	AT4TE10320
AT4G04420	AT4TE10335
AT4G04426	AT4TE10345
AT4G04430	AT4TE10350
AT4G04440	AT4TE10345
AT4G04495	AT4TE10450
AT4G04520	AT4TE10490
AT4G04525	AT4TE10490
AT4G04530	AT4TE10490
AT4G04545	AT4TE10585
AT4G04547	AT4TE10585
AT4G04550	AT4TE10590
AT4G04560	NA
AT4G04590	AT4TE10675
AT4G04600	AT4TE10700
AT4G04635	NA
AT4G04655	NA
AT4G04820	AT4TE11390
AT4G05073	AT4TE12175
AT4G05133	AT4TE12355
AT4G05145	AT4TE12390
AT4G05280	AT4TE12615
AT4G05290	AT4TE12615
AT4G05300	NA
AT4G05303	AT4TE12615
AT4G05306	AT4TE12615
AT4G05502	AT4TE13030
AT4G05505	NA
AT4G05510	NA
AT4G05526	NA
AT4G05550	AT4TE13250
AT4G05556	NA
AT4G05560	AT4TE13315
AT4G05570	AT4TE13325
AT4G05580	NA
AT4G05581	AT4TE13355
AT4G05582	AT4TE13370
AT4G05583	AT4TE13405
AT4G05584	AT4TE13435
AT4G05585	AT4TE13450
AT4G05586	AT4TE13465
AT4G05587	AT4TE13485
AT4G05588	AT4TE13505
AT4G05589	AT4TE13505
AT4G05591	AT4TE13505
AT4G05592	AT4TE13510
AT4G05593	AT4TE13515
AT4G05594	AT4TE13525
AT4G05595	AT4TE13555
AT4G05597	AT4TE13555
AT4G05600	AT4TE13565
AT4G05610	AT4TE13565
AT4G05613	AT4TE13850
AT4G05616	AT4TE13880
AT4G05633	NA
AT4G05634	AT4TE14000
AT4G05635	NA
AT4G05636	AT4TE14035
AT4G05638	AT4TE14035
AT4G05640	AT4TE14035
AT4G05918	AT4TE14065
AT4G06196	AT4TE14085
AT4G06474	AT4TE14135
AT4G06477	AT4TE14185
AT4G06480	NA
AT4G06481	NA
AT4G06482	NA
AT4G06483	NA
AT4G06484	AT4TE14295
AT4G06485	AT4TE14295
AT4G06486	AT4TE14295
AT4G06487	NA
AT4G06488	AT4TE14330
AT4G06491	NA
AT4G06492	AT4TE14410
AT4G06493	NA
AT4G06494	AT4TE14440
AT4G06495	AT4TE14445
AT4G06496	AT4TE14445
AT4G06497	NA
AT4G06499	NA
AT4G06500	AT4TE14520
AT4G06501	AT4TE14520
AT4G06502	AT4TE14520
AT4G06503	AT4TE14520
AT4G06504	NA
AT4G06505	AT4TE14540
AT4G06506	AT4TE14540
AT4G06507	AT4TE14540
AT4G06508	AT4TE14545
AT4G06509	NA
AT4G06510	AT4TE14580
AT4G06511	NA
AT4G06512	AT4TE15000
AT4G06513	AT4TE15010
AT4G06514	AT4TE15015
AT4G06515	NA
AT4G06516	AT4TE15030
AT4G06517	AT4TE15030
AT4G06518	AT4TE15005
AT4G06519	NA
AT4G06520	NA
AT4G06521	AT4TE15070
AT4G06522	AT4TE15080
AT4G06523	AT4TE15110
AT4G06524	AT4TE15130
AT4G06525	NA
AT4G06527	NA
AT4G06528	NA
AT4G06529	NA
AT4G06530	NA
AT4G06531	NA
AT4G06532	AT4TE15255
AT4G06533	AT4TE15295
AT4G06535	NA
AT4G06537	NA
AT4G06538	AT4TE15365
AT4G06539	AT4TE15380
AT4G06540	NA
AT4G06541	NA
AT4G06542	AT4TE15420
AT4G06543	AT4TE15420
AT4G06544	AT4TE15440
AT4G06545	AT4TE15420
AT4G06546	AT4TE15475
AT4G06547	NA
AT4G06548	AT4TE15565
AT4G06549	AT4TE15570
AT4G06550	AT4TE15585
AT4G06551	AT4TE15615
AT4G06552	AT4TE15615
AT4G06553	NA
AT4G06554	AT4TE15670
AT4G06555	AT4TE15670
AT4G06556	NA
AT4G06557	NA
AT4G06558	AT4TE15685
AT4G06559	NA
AT4G06560	AT4TE15750
AT4G06561	AT4TE15750
AT4G06562	AT4TE15800
AT4G06563	AT4TE15805
AT4G06564	NA
AT4G06565	AT4TE15820
AT4G06566	NA
AT4G06567	AT4TE15845
AT4G06568	NA
AT4G06569	AT4TE15860
AT4G06570	NA
AT4G06571	AT4TE15890
AT4G06572	NA
AT4G06573	AT4TE15945
AT4G06574	AT4TE15945
AT4G06575	AT4TE15945
AT4G06576	AT4TE15950
AT4G06577	AT4TE15950
AT4G06578	AT4TE15950
AT4G06579	AT4TE15955
AT4G06580	NA
AT4G06581	AT4TE15990
AT4G06584	NA
AT4G06585	AT4TE16060
AT4G06586	AT4TE15030
AT4G06587	AT4TE16080
AT4G06588	AT4TE16085
AT4G06589	AT4TE16110
AT4G06590	AT4TE16150
AT4G06591	AT4TE16165
AT4G06592	AT4TE16165
AT4G06593	AT4TE16185
AT4G06594	AT4TE16200
AT4G06595	NA
AT4G06596	NA
AT4G06601	NA
AT4G06602	AT4TE16385
AT4G06603	AT4TE16390
AT4G06604	AT4TE16390
AT4G06605	NA
AT4G06606	AT4TE16400
AT4G06607	AT4TE16400
AT4G06609	NA
AT4G06610	NA
AT4G06612	NA
AT4G06613	AT4TE16500
AT4G06614	NA
AT4G06615	AT4TE15030
AT4G06616	AT4TE16525
AT4G06617	AT4TE15105
AT4G06618	AT4TE16530
AT4G06619	AT4TE15115
AT4G06620	AT4TE16560
AT4G06621	NA
AT4G06622	AT4TE16565
AT4G06623	NA
AT4G06624	AT4TE16565
AT4G06625	NA
AT4G06626	AT4TE16570
AT4G06627	AT4TE16100
AT4G06628	AT4TE16575
AT4G06629	NA
AT4G06630	AT4TE16590
AT4G06631	AT4TE16150
AT4G06632	NA
AT4G06633	AT4TE16190
AT4G06635	AT4TE16275
AT4G06636	AT4TE16710
AT4G06637	AT4TE15890
AT4G06638	AT4TE16710
AT4G06640	AT4TE16725
AT4G06642	AT4TE16725
AT4G06644	NA
AT4G06646	NA
AT4G06648	AT4TE16815
AT4G06650	AT4TE16845
AT4G06652	AT4TE16845
AT4G06654	NA
AT4G06656	NA
AT4G06658	AT4TE16915
AT4G06660	NA
AT4G06664	AT4TE16945
AT4G06666	AT4TE16945
AT4G06668	AT4TE16955
AT4G06670	NA
AT4G06672	AT4TE16990
AT4G06674	AT4TE16990
AT4G06678	AT4TE17070
AT4G06680	AT4TE17070
AT4G06682	NA
AT4G06684	NA
AT4G06686	NA
AT4G06692	NA
AT4G06694	AT4TE17175
AT4G06696	AT4TE17180
AT4G06697	AT4TE17185
AT4G06698	AT4TE17205
AT4G06699	AT4TE17200
AT4G06700	AT4TE17205
AT4G06702	AT4TE17240
AT4G06704	AT4TE17240
AT4G06708	AT4TE17240
AT4G06710	AT4TE17360
AT4G06712	AT4TE17360
AT4G06714	AT4TE17360
AT4G06716	AT4TE17360
AT4G06718	AT4TE17470
AT4G06720	AT4TE17470
AT4G06722	NA
AT4G06724	AT4TE17480
AT4G06726	AT4TE17500
AT4G06728	AT4TE17500
AT4G06730	AT4TE17505
AT4G06732	AT4TE17510
AT4G06734	AT4TE17510
AT4G06735	AT4TE17510
AT4G06736	AT4TE17510
AT4G06738	AT4TE17510
AT4G06742	NA
AT4G06750	AT4TE17695
AT4G06752	AT4TE17765
AT4G07031	AT4TE17790
AT4G07310	AT4TE17790
AT4G07315	NA
AT4G07324	NA
AT4G07327	AT4TE17885
AT4G07330	AT4TE17895
AT4G07331	NA
AT4G07332	AT4TE17915
AT4G07334	AT4TE17925
AT4G07336	NA
AT4G07338	AT4TE17970
AT4G07339	AT4TE18015
AT4G07340	AT4TE18035
AT4G07355	AT4TE18060
AT4G07360	AT4TE18065
AT4G07370	NA
AT4G07415	AT4TE18165
AT4G07420	AT4TE18175
AT4G07425	NA
AT4G07430	AT4TE18205
AT4G07435	AT4TE18205
AT4G07440	AT4TE18205
AT4G07450	AT4TE18205
AT4G07452	AT4TE18215
AT4G07454	AT4TE18225
AT4G07456	AT4TE18245
AT4G07458	AT4TE18245
AT4G07460	AT4TE18270
AT4G07470	AT4TE18305
AT4G07475	NA
AT4G07480	NA
AT4G07485	AT4TE18315
AT4G07490	AT4TE18315
AT4G07491	AT4TE18315
AT4G07492	NA
AT4G07493	AT4TE18330
AT4G07494	AT4TE18330
AT4G07495	AT4TE18335
AT4G07496	AT4TE18345
AT4G07498	AT4TE18360
AT4G07500	AT4TE18365
AT4G07502	AT4TE18365
AT4G07504	AT4TE18370
AT4G07507	NA
AT4G07510	AT4TE18385
AT4G07516	NA
AT4G07517	AT4TE18435
AT4G07518	AT4TE18435
AT4G07519	NA
AT4G07520	AT4TE18470
AT4G07521	AT4TE18450
AT4G07522	AT4TE18470
AT4G07523	AT4TE18470
AT4G07525	AT4TE18500
AT4G07528	AT4TE18500
AT4G07530	AT4TE18500
AT4G07540	AT4TE18560
AT4G07550	NA
AT4G07560	AT4TE18595
AT4G07563	AT4TE18605
AT4G07566	AT4TE18610
AT4G07570	NA
AT4G07580	AT4TE18640
AT4G07583	AT4TE18640
AT4G07586	AT4TE18670
AT4G07590	AT4TE18690
AT4G07595	AT4TE18695
AT4G07600	AT4TE18700
AT4G07605	AT4TE18705
AT4G07620	AT4TE18720
AT4G07630	NA
AT4G07640	NA
AT4G07650	AT4TE18755
AT4G07660	AT4TE18775
AT4G07662	AT4TE18805
AT4G07664	AT4TE18825
AT4G07668	AT4TE18845
AT4G07680	AT4TE18865
AT4G07685	AT4TE18865
AT4G07686	AT4TE18865
AT4G07688	AT4TE18865
AT4G07690	AT4TE18865
AT4G07693	AT4TE18865
AT4G07696	AT4TE18875
AT4G07700	NA
AT4G07703	AT4TE18905
AT4G07706	NA
AT4G07713	NA
AT4G07725	NA
AT4G07730	AT4TE19025
AT4G07733	AT4TE19030
AT4G07736	AT4TE19040
AT4G07738	NA
AT4G07742	NA
AT4G07744	AT4TE19075
AT4G07750	AT4TE19135
AT4G07755	AT4TE19170
AT4G07760	NA
AT4G07770	AT4TE19315
AT4G07780	NA
AT4G07790	AT4TE19370
AT4G07795	AT4TE19395
AT4G07800	AT4TE19405
AT4G07803	AT4TE19405
AT4G07806	AT4TE19450
AT4G07810	AT4TE19470
AT4G07830	AT4TE19530
AT4G07840	NA
AT4G07843	AT4TE19625
AT4G07846	NA
AT4G07850	AT4TE19655
AT4G07856	AT4TE19675
AT4G07862	AT4TE19710
AT4G07874	AT4TE19740
AT4G07890	AT4TE19755
AT4G07893	AT4TE19780
AT4G07896	AT4TE19780
AT4G07915	NA
AT4G07917	AT4TE19825
AT4G07920	AT4TE19830
AT4G07931	AT4TE19830
AT4G07933	AT4TE19840
AT4G07934	AT4TE19850
AT4G07935	NA
AT4G07936	NA
AT4G07937	AT4TE19905
AT4G07938	AT4TE19910
AT4G07939	AT4TE19915
AT4G07941	AT4TE19915
AT4G07942	AT4TE19915
AT4G07943	AT4TE19935
AT4G07944	AT4TE19935
AT4G07945	AT4TE19955
AT4G07946	AT4TE19885
AT4G07947	AT4TE19900
AT4G07967	AT4TE20075
AT4G07970	AT4TE20075
AT4G08000	AT4TE20120
AT4G08010	AT4TE20120
AT4G08013	AT4TE20120
AT4G08016	AT4TE20125
AT4G08020	NA
AT4G08030	AT4TE20205
AT4G08032	NA
AT4G08033	AT4TE20300
AT4G08034	AT4TE20300
AT4G08036	AT4TE20305
AT4G08038	AT4TE20315
AT4G08050	AT4TE20400
AT4G08053	NA
AT4G08054	AT4TE20510
AT4G08056	AT4TE20515
AT4G08060	NA
AT4G08070	AT4TE20535
AT4G08072	AT4TE20650
AT4G08074	AT4TE20685
AT4G08076	NA
AT4G08078	AT4TE20745
AT4G08080	AT4TE20745
AT4G08090	NA
AT4G08091	AT4TE20800
AT4G08092	NA
AT4G08094	AT4TE20840
AT4G08095	NA
AT4G08096	NA
AT4G08099	NA
AT4G08100	AT4TE21110
AT4G08101	NA
AT4G08102	AT4TE20945
AT4G08103	NA
AT4G08104	AT4TE20970
AT4G08105	AT4TE20975
AT4G08106	AT4TE20990
AT4G08107	AT4TE21000
AT4G08108	AT4TE21050
AT4G08109	AT4TE21055
AT4G08110	AT4TE21115
AT4G08111	AT4TE21055
AT4G08112	AT4TE21085
AT4G08113	AT4TE21090
AT4G08114	AT4TE21090
AT4G08115	NA
AT4G08120	NA
AT4G08130	AT4TE21135
AT4G08131	NA
AT4G08132	AT4TE21200
AT4G08134	AT4TE21255
AT4G08135	AT4TE21265
AT4G08138	AT4TE21295
AT4G08145	AT4TE21315
AT4G08200	AT4TE21555
AT4G08220	AT4TE21575
AT4G08262	AT4TE21695
AT4G08264	AT4TE21715
AT4G08275	AT4TE21750
AT4G08333	AT4TE21900
AT4G08336	AT4TE21900
AT4G08340	AT4TE21900
AT4G08375	AT4TE22095
AT4G08405	AT4TE22180
AT4G08420	NA
AT4G08490	AT4TE22570
AT4G08596	AT4TE22935
AT4G08598	NA
AT4G08600	AT4TE22970
AT4G08602	AT4TE22970
AT4G08610	AT4TE22970
AT4G08650	AT4TE23125
AT4G08652	AT4TE23125
AT4G08655	AT4TE23130
AT4G08657	AT4TE23125
AT4G08660	AT4TE23125
AT4G08680	NA
AT4G08692	AT4TE23285
AT4G08710	AT4TE23345
AT4G08720	AT4TE23345
AT4G08750	NA
AT4G08765	NA
AT4G08820	AT4TE23575
AT4G08830	AT4TE23575
AT4G08860	AT4TE23645
AT4G08871	AT4TE23675
AT4G08872	AT4TE23705
AT4G08873	AT4TE23735
AT4G08880	AT4TE23825
AT4G08890	AT4TE23825
AT4G08945	AT4TE24030
AT4G08953	AT4TE24090
AT4G08956	AT4TE24100
AT4G08970	NA
AT4G08995	AT4TE24230
AT4G09146	AT4TE24480
AT4G09205	AT4TE24680
AT4G09230	AT4TE24735
AT4G09255	AT4TE24760
AT4G09280	AT4TE24810
AT4G09290	AT4TE24825
AT4G09313	AT4TE24880
AT4G09316	AT4TE24910
AT4G09370	AT4TE25050
AT4G09380	AT4TE25050
AT4G09390	AT4TE25065
AT4G09400	AT4TE25065
AT4G09410	AT4TE25065
AT4G09425	AT4TE25100
AT4G09455	AT4TE25200
AT4G09480	NA
AT4G09540	AT4TE25430
AT4G09565	NA
AT4G09595	AT4TE25590
AT4G09625	AT4TE25635
AT4G09700	NA
AT4G09710	AT4TE25865
AT4G09745	NA
AT4G09875	NA
AT4G10460	AT4TE27640
AT4G10580	AT4TE27915
AT4G10690	AT4TE28200
AT4G10830	NA
AT4G10865	NA
AT4G10980	AT4TE28870
AT4G10990	AT4TE28870
AT4G11200	NA
AT4G11375	AT4TE29830
AT4G11710	AT4TE30625
AT4G11945	NA
AT4G12135	AT4TE31640
AT4G12180	AT4TE31680
AT4G12200	NA
AT4G12260	AT4TE31745
AT4G12275	AT4TE31790
AT4G12423	NA
AT4G12426	AT4TE32060
AT4G12915	AT4TE32995
AT4G13120	NA
AT4G13251	AT4TE33665
AT4G13252	AT4TE33675
AT4G13253	AT4TE33685
AT4G13254	AT4TE33695
AT4G13255	AT4TE33705
AT4G13256	AT4TE33715
AT4G13257	AT4TE33725
